Person.id|Post.id|creationDate
4398046511173|343597390616|2011-09-02T02:17:58.023+0000
4398046511181|343597390616|2011-10-30T11:11:34.467+0000
6597069766684|343597390616|2011-04-16T15:22:30.946+0000
10995116277802|343597390616|2011-09-01T01:58:50.505+0000
13194139533328|343597390616|2011-05-03T20:25:44.872+0000
6597069766684|137438960460|2011-01-16T12:05:12.494+0000
4398046511126|274877913986|2010-11-13T01:24:33.215+0000
4398046511126|274877913988|2010-11-15T12:26:34.560+0000
4398046511173|274877913988|2011-09-05T02:16:40.512+0000
4398046511181|274877913988|2011-04-18T14:06:33.325+0000
6597069766684|274877913988|2011-05-24T02:22:59.519+0000
10995116277789|274877913988|2011-07-10T08:18:48.383+0000
10995116277802|274877913988|2011-06-03T16:59:59.811+0000
10995116277803|274877913988|2011-04-07T05:54:17.815+0000
13194139533364|274877913988|2011-06-10T00:04:43.531+0000
4398046511173|343597390734|2011-09-06T05:38:41.456+0000
4398046511181|343597390734|2011-08-15T06:16:33.865+0000
6597069766684|343597390734|2011-03-29T11:13:16.890+0000
10995116277802|343597390734|2011-09-12T08:11:14.743+0000
10995116277803|343597390734|2011-02-07T20:55:33.624+0000
13194139533328|343597390734|2011-10-20T15:12:02.426+0000
13194139533364|343597390734|2011-10-16T15:27:25.039+0000
10995116277803|412316867517|2011-06-05T22:34:49.968+0000
10995116277803|412316867522|2011-06-05T09:11:38.316+0000
10995116277769|137438960600|2011-05-29T09:31:55.990+0000
10995116277802|137438960600|2011-07-14T05:41:53.201+0000
10995116277769|137438960604|2011-06-01T06:13:36.769+0000
10995116277769|412316867602|2011-08-30T01:43:58.374+0000
10995116277802|343597390882|2011-07-04T09:59:54.875+0000
10995116277802|343597390886|2011-07-02T16:38:28.048+0000
10995116277769|206158437422|2011-11-01T10:11:43.776+0000
10995116277769|206158437428|2011-10-29T22:07:04.108+0000
10995116277802|206158437428|2011-10-31T23:41:10.938+0000
10995116277769|274877914222|2011-02-24T22:08:59.419+0000
10995116277769|274877914223|2011-02-21T10:12:51.615+0000
10995116277769|274877914226|2011-02-19T21:07:00.160+0000
10995116277769|618475297964|2011-11-16T00:35:08.842+0000
10995116277769|618475297975|2011-11-18T02:43:29.027+0000
4398046511185|343597391097|2011-09-07T13:19:02.577+0000
17592186044456|343597391122|2011-07-27T19:45:02.544+0000
4398046511168|618475298085|2011-11-03T17:18:24.866+0000
17592186044456|481036344629|2011-08-30T17:11:32.277+0000
4398046511185|343597391176|2011-05-10T18:05:02.318+0000
17592186044456|343597391176|2011-09-30T14:50:36.551+0000
4398046511185|343597391183|2011-05-14T03:28:02.831+0000
4398046511168|549755821419|2011-11-04T09:35:49.365+0000
17592186044456|412316867968|2011-06-23T21:35:06.068+0000
2199023255628|549755821574|2011-07-26T21:34:05.456+0000
4398046511181|549755821574|2011-09-26T19:30:37.751+0000
6597069766716|549755821574|2011-07-13T18:40:24.101+0000
6597069766738|549755821574|2011-10-18T21:47:03.721+0000
6597069766716|549755821575|2011-07-16T01:11:42.920+0000
6597069766716|481036344887|2011-07-19T14:33:04.300+0000
2199023255628|549755821646|2011-08-31T06:12:30.848+0000
2199023255628|549755821648|2011-09-01T07:20:01.838+0000
4398046511181|687194775140|2011-11-07T20:05:39.961+0000
6597069766716|687194775140|2011-11-04T16:19:32.438+0000
10995116277802|687194775140|2011-11-15T07:18:27.673+0000
