id|creationDate|locationIP|browserUsed|content|length
481036339828|2011-05-16T22:11:22.435+0000|193.243.133.68|Firefox|roflol|6
481036339829|2011-05-17T00:48:29.473+0000|62.77.186.138|Chrome|cool|4
481036339830|2011-05-17T03:45:57.662+0000|41.86.8.168|Firefox|no way!|7
481036339831|2011-05-16T19:33:26.320+0000|79.121.108.237|Firefox|About Dudi Sela, raub. As a 17-year-About Buddy Holly, n, and Eric Clapton|74
481036339832|2011-05-17T03:22:11.986+0000|112.121.40.45|Firefox|About Kate Bush, leased the 1980 album Never for Ever, which About Animalize, yndrome.|86
481036339833|2011-05-16T19:46:36.398+0000|190.124.163.51|Chrome|About Dudi Sela, i Sela is an Israeli prAbout Buddy Holly,  on popular music. HollAbout N|89
481036339834|2011-05-17T23:33:45.940+0000|106.64.171.110|Firefox|About Albert Einstein, 917, Einstein applied the general theory of relativity to model the structure of the universe|116
481036339835|2011-05-17T14:59:42.525+0000|212.217.69.209|Firefox|About Kate Bush, the course of her career, she has aAbout Animalize,  to leave Kiss during the subsequ|102
481036339836|2011-05-16T20:24:56.715+0000|46.248.216.103|Firefox|ok|2
481036339837|2011-05-17T15:09:14.465+0000|49.193.211.84|Chrome|roflol|6
481036339838|2011-05-17T15:05:16.759+0000|14.1.15.211|Firefox|About Dudi Sela, World No. 7 Fernando GonzálezAbout Alfred, Lord Tennyson, d die, My |85
481036339839|2011-05-18T06:38:15.820+0000|103.1.48.197|Firefox|About Albert Einstein, t Germany might be developing an atomic wAbout Frank Welke|81
481036339840|2011-05-17T15:16:37.817+0000|180.235.165.199|Firefox|maybe|5
481036339842|2011-05-16T16:31:46.418+0000|119.18.135.45|Opera|thx|3
481036339843|2011-05-16T20:13:46.904+0000|46.113.96.176|Firefox|thx|3
481036339844|2011-05-16T04:04:05.567+0000|81.25.252.192|Internet Explorer|About Norway, s had the highesAbout Nigeria, thought to be thAbout Kingdom of I|79
481036339845|2011-05-16T10:52:16.712+0000|41.76.112.129|Firefox|no way!|7
481036339846|2011-05-16T09:35:54.411+0000|196.216.71.220|Internet Explorer|I see|5
481036339848|2011-05-17T02:05:31.744+0000|190.121.40.15|Internet Explorer|I see|5
481036339849|2011-05-17T15:47:44.543+0000|41.190.73.213|Firefox|roflol|6
481036339850|2011-05-17T00:50:20.366+0000|111.235.93.22|Chrome|good|4
481036339851|2011-05-17T16:16:07.924+0000|190.5.146.57|Firefox|About Dudi Sela, th his dAbout Francisco Franco, Popular About Ronald Reagan|76
481036339852|2011-05-17T18:05:15.994+0000|2.174.90.194|Firefox|ok|2
481036339853|2011-05-17T16:17:45.534+0000|81.21.255.231|Chrome|roflol|6
481036339854|2011-05-18T13:34:31.751+0000|186.1.64.182|Opera|good|4
481036339855|2011-05-17T03:12:43.738+0000|111.221.9.121|Firefox|great|5
481036339856|2011-05-17T05:55:48.575+0000|62.204.132.227|Internet Explorer|good|4
481036339857|2011-05-18T05:58:40.110+0000|93.85.185.127|Firefox|roflol|6
481036339858|2011-05-17T23:54:09.970+0000|121.100.52.180|Internet Explorer|About Sean Connery, ir Thomas Sean About Faith Hill, e 39th best artAbout Chuck Berry, u|88
481036339859|2011-05-18T01:59:57.917+0000|111.91.238.226|Internet Explorer|About Bosnia and Herzegovina,  by Croatia toAbout Chuck Berry, ive touring caAbou|81
481036339860|2011-05-17T16:50:14.312+0000|202.59.78.119|Firefox|duh|3
481036339861|2011-05-18T13:44:58.412+0000|91.199.94.216|Firefox|no way!|7
481036339862|2011-05-17T23:15:47.101+0000|194.153.85.112|Firefox|great|5
481036339863|2011-05-17T06:28:43.845+0000|80.80.224.178|Opera|duh|3
481036339864|2011-05-17T16:46:09.307+0000|27.50.71.3|Chrome|I see|5
481036339865|2011-05-18T14:48:52.366+0000|91.208.41.219|Internet Explorer|About Gimme Shelter, cumentary film dAbout Twin Cinema, d album by CanadAbout|77
481036339867|2011-05-15T23:39:49.298+0000|31.211.182.38|Firefox|yes|3
481036339868|2011-05-16T19:08:06.691+0000|2.28.174.213|Firefox|ok|2
481036339870|2011-05-17T13:34:37.708+0000|80.71.63.142|Chrome|maybe|5
481036339871|2011-05-17T07:09:35.669+0000|14.192.73.88|Firefox|cool|4
481036339872|2011-05-17T18:48:44.370+0000|41.138.196.63|Internet Explorer|About Dudi Sela, ingles player, aheadAbout Horatio Nelson, 1st Viscount Nelson,|79
481036339873|2011-05-17T04:02:53.137+0000|109.74.34.65|Internet Explorer|About Dudi Sela, ip with his doubles paAbout Horatio Nelson, 1st Viscount Nelson, in|84
481036339875|2011-05-17T04:56:28.854+0000|119.252.230.212|Firefox|no way!|7
481036339876|2011-05-17T19:24:00.765+0000|41.197.138.250|Firefox|great|5
481036339877|2011-05-17T04:22:13.573+0000|61.14.66.218|Internet Explorer|About George Harrison, el Pattie Boyd froAbout From Here to Eternity: Live, cordings f|86
481036339878|2011-05-17T03:34:30.212+0000|77.222.217.16|Firefox|yes|3
481036339879|2011-05-17T04:24:40.022+0000|203.81.94.250|Opera|About Robin Williams,  the 1997 film Good Will Hunting. He haAbout Saving All My Love for You, itled debut album. The song charting toAbout Jerry Lewis,|152
137438956207|2010-07-30T20:56:17.953+0000|61.247.166.141|Chrome|About Michelangelo, d artist of the 16th century. Two of hisAbout Crimea, ed c|78
206158432944|2010-07-31T17:11:04.303+0000|78.143.73.20|Chrome|About Pope John XXIII,  months after the completion of his final encyclical, |77
206158432945|2010-07-31T14:06:49.257+0000|150.188.123.26|Chrome|duh|3
137438956210|2010-07-30T21:38:16.113+0000|85.159.51.112|Chrome|I see|5
206158432947|2010-07-31T20:32:10.499+0000|116.50.219.250|Chrome|ok|2
137438956212|2010-07-30T22:12:21.434+0000|193.194.71.92|Chrome|I see|5
206158432949|2010-08-01T04:08:58.859+0000|31.131.232.28|Chrome|yes|3
206158432950|2010-08-01T05:29:10.258+0000|41.211.53.117|Chrome|maybe|5
206158432951|2010-07-31T20:39:25.230+0000|196.216.141.79|Chrome|About Louis XVIII of France, ad no children; therefore, upon his death, the crown passed|88
137438956216|2010-07-30T23:05:10.399+0000|61.5.200.133|Chrome|right|5
137438956217|2010-07-30T21:12:05.018+0000|213.150.191.6|Chrome|About Crimea, ack Sea). Nonetheless, it is sometimes considerAbout Sui Dynasty,  centuries o|92
137438956218|2010-07-31T01:20:45.185+0000|91.200.145.81|Chrome|About Michelangelo, udgment on the altar wall of the SistinAbout Babe Ruth,  most prolific hitters and with his hom|115
206158432956|2010-09-20T22:11:54.055+0000|31.215.117.115|Chrome|thx|3
206158432957|2010-09-21T15:10:58.050+0000|212.72.20.131|Chrome|yes|3
206158432958|2010-09-20T18:04:38.344+0000|190.5.247.69|Chrome|About Franz Kafka, nguage. Kafka was born to About Albert Günther, st, ichthyologist, and herAbout George Orwell, llegorical novella Animal About James|151
206158432959|2010-09-21T11:23:24.218+0000|202.58.129.167|Chrome|duh|3
206158432960|2010-09-21T08:54:10.875+0000|79.140.220.43|Chrome|roflol|6
206158432961|2010-09-20T18:05:02.076+0000|41.86.8.236|Chrome|yes|3
206158432962|2010-09-21T03:57:46.170+0000|31.3.246.220|Chrome|About Albert Günther, uary 1914), was aAbout Zachary Taylor, a general for theAb|80
206158432963|2010-09-20T18:35:39.602+0000|190.6.247.111|Chrome|About Juan Carlos I of Spain, ations of its historiAbout Gordon Brown, y for bankin|83
206158432964|2010-09-20T20:33:41.003+0000|109.200.185.43|Chrome|cool|4
206158432967|2010-08-21T22:27:29.248+0000|41.78.118.213|Chrome|good|4
206158432968|2010-08-21T18:15:19.865+0000|31.172.105.254|Chrome|LOL|3
206158432969|2010-08-21T16:33:30.532+0000|62.128.32.235|Chrome|maybe|5
206158432970|2010-08-21T15:35:08.889+0000|78.92.171.29|Chrome|no way!|7
206158432972|2010-08-21T21:04:05.050+0000|84.32.225.0|Chrome|About Jean-Jacques Rousseau, ibility, featuring an About Richard Rodgers, on a Pulitzer Prize, mAbout United Nations, ions Trust|128
206158432973|2010-08-21T21:50:32.939+0000|31.172.105.254|Chrome|fine|4
206158432974|2010-08-22T15:03:13.865+0000|85.238.75.210|Chrome|cool|4
206158432975|2010-08-21T18:58:17.917+0000|190.102.235.27|Chrome|good|4
206158432976|2010-08-21T18:53:37.176+0000|31.210.145.240|Chrome|About Richard Rodgers, ne of two peoAbout Joseph Goebbels, ut followers,About Walk T|84
206158432977|2010-08-21T19:12:36.402+0000|27.118.77.99|Chrome|no way!|7
206158432978|2010-08-21T21:25:03.524+0000|24.24.52.177|Chrome|cool|4
206158432979|2010-08-22T14:54:41.839+0000|27.34.137.22|Chrome|About Niccolò Machiavelli,  He wrote his About Richard Rodgers, other) to receAbout|83
206158432980|2010-08-21T22:11:06.662+0000|46.231.100.197|Chrome|About Richard Rodgers, eal. RodgAbout Joseph Goebbels,  After HiAbout Streets|77
206158432981|2010-08-21T19:15:33.598+0000|200.87.220.176|Chrome|About Aung San Suu Kyi, Simón BolívaAbout Winston Churchill, lipoli CampaAbout|78
206158432982|2010-08-21T19:23:52.031+0000|31.132.40.133|Chrome|good|4
206158432983|2010-08-21T23:12:10.175+0000|101.203.170.9|Chrome|About Yasser Arafat, uthority About Andrew Carnegie,  the CaptAbout Richard Rod|79
481036340240|2011-05-10T21:49:56.961+0000|84.52.43.238|Chrome|no way!|7
481036340241|2011-05-10T21:43:53.045+0000|77.75.112.65|Chrome|right|5
481036340242|2011-05-10T23:22:13.107+0000|91.194.76.128|Firefox|LOL|3
481036340243|2011-05-11T02:09:40.759+0000|31.25.175.242|Firefox|About Arnold Schwarzenegger, r has remained a proAbout Alfred, Lord Tennyson,|77
687194770454|2011-11-06T08:42:12.044+0000|41.74.64.196|Internet Explorer|maybe|5
687194770455|2011-11-06T08:37:41.250+0000|41.74.65.41|Chrome|great|5
687194770456|2011-11-06T10:27:08.980+0000|24.141.255.64|Firefox|great|5
687194770457|2011-11-06T13:41:04.245+0000|20.168.198.241|Safari|About Jean-Baptiste Lamarck, flection of the folk wAbout Aleister Crowley, ounced in |85
687194770458|2011-11-06T23:45:32.193+0000|202.55.185.206|Chrome|About Arthur Wellesley, 1st Duke of Wellington, -Irish Ascendancy, and one of About Wher|88
687194770459|2011-11-07T02:32:14.927+0000|41.190.236.58|Chrome|no way!|7
687194770460|2011-11-06T13:45:24.374+0000|193.200.196.66|Internet Explorer|About Merry Christmas Darling, ords (1236) and later in 1974 About Saint Lucia,  the Less|89
618475293726|2011-08-18T11:19:27.839+0000|79.98.130.220|Chrome|About Judy Davis, ilm My Brilliant Career. She has won manAbout Just Be Good t|78
618475293727|2011-08-18T18:46:35.928+0000|178.236.205.109|Chrome|About Judy Davis, sage to India and in the TV miniseries LifeAbout Titian, cally but |85
618475293728|2011-08-18T20:46:10.860+0000|116.214.108.101|Chrome|right|5
618475293729|2011-08-18T20:59:33.578+0000|41.227.255.93|Firefox|maybe|5
618475293730|2011-08-19T14:24:39.531+0000|62.231.194.208|Internet Explorer|About Titian, uld exercise a profound influence not onlAbout Jimi Hendrix, acid |80
618475293731|2011-08-18T07:30:59.840+0000|84.205.195.220|Chrome|no|2
618475293732|2011-08-18T11:48:39.288+0000|116.193.146.78|Internet Explorer|About Judy Davis, ybylla Melvyn in the 1979 film My Brilliant Career. She has won many acting awards, incluAbout Toyotomi Hideyoshi, tions of Japan. He succeeded his former lieg|177
618475293733|2011-08-20T05:32:30.502+0000|148.249.58.251|Firefox|About Jimi Hendrix,  first to experiment with stereophonic phasinAbout No One Knows, rt |88
618475293734|2011-08-18T17:40:32.852+0000|199.185.139.161|Chrome|yes|3
618475293735|2011-08-20T05:57:31.264+0000|115.84.113.168|Chrome|About Invasion of Your Privacy, Give Is What You Get. Beau Hill produced About No|81
618475293736|2011-08-20T04:16:30.730+0000|46.22.167.80|Chrome|About Jimi Hendrix, onal Recording Registry, and Rolling Stone nAbout Denmark, , execut|87
618475293737|2011-08-19T03:07:36.428+0000|200.55.162.225|Chrome|yes|3
618475293738|2011-08-20T14:22:53.249+0000|204.231.240.77|Firefox|no way!|7
618475293740|2011-08-13T20:46:07.011+0000|200.7.171.149|Firefox|maybe|5
618475293742|2011-08-29T15:22:48.127+0000|199.103.75.74|Safari|About Judy Davis, one BAFTA and seven AFIAbout Friedrich Engels, 895) was a German-Engli|88
618475293743|2011-08-29T04:12:28.274+0000|195.24.200.42|Internet Explorer|About Julie Andrews, 5). Andrews is also an author of chAbout Gene Autry, he Ardmore, Oklahoma Micropoli|104
618475293744|2011-08-29T04:20:53.324+0000|200.115.78.160|Internet Explorer|About Right Here Waiting, ing is a ballad recorded by Richard Marx on hiAbout Baby by Me, |90
687194770482|2011-11-07T21:02:34.887+0000|46.31.109.153|Firefox|cool|4
687194770483|2011-11-07T05:25:19.661+0000|196.1.135.126|Firefox|About Friedrich Engels,  write Das Kapital. AfAbout Bob Hope,  Bob Hope appeared in About Alfred, Lord Tennyson, logical themes, s|130
687194770484|2011-11-07T13:46:56.947+0000|61.4.77.76|Chrome|About Friedrich Engels,  Surplus ValuAbout Ulysses S. Grant, e in the secoAbout Beg |84
687194770485|2011-11-07T13:46:05.301+0000|200.107.122.126|Chrome|great|5
687194770486|2011-11-07T14:22:18.257+0000|41.215.154.173|Firefox|About Maria Theresa, ina (German:About Gustav Mahler, rt-time actiAbout Vladimir |81
687194770487|2011-11-07T07:33:41.651+0000|77.246.143.244|Firefox|LOL|3
687194770488|2011-11-08T00:47:34.675+0000|165.98.234.253|Firefox|About Friedrich Engels, of Marxist tAbout Alfred, Lord Tennyson, and fellow sAbout|82
687194770489|2011-11-08T02:09:07.732+0000|62.182.18.4|Chrome|thanks|6
687194770490|2011-11-07T21:18:12.238+0000|196.20.199.244|Internet Explorer|great|5
687194770491|2011-11-08T03:33:00.918+0000|41.138.155.42|Firefox|roflol|6
687194770492|2011-11-07T21:24:46.155+0000|200.88.13.120|Safari|maybe|5
687194770493|2011-11-07T20:33:28.467+0000|87.196.164.163|Firefox|no|2
687194770494|2011-11-07T14:30:20.685+0000|190.112.194.188|Firefox|roflol|6
687194770495|2011-11-07T16:27:39.530+0000|39.234.46.165|Firefox|I see|5
412316863553|2011-03-13T02:31:13.556+0000|182.160.55.232|Safari|right|5
412316863554|2011-03-13T06:09:18.772+0000|202.93.13.105|Firefox|About Youth of the Nation,  Christian metal band P.O.D.. It waAbout Kingdom of León, rt of a united Sp|102
412316863557|2011-03-13T15:59:50.474+0000|41.191.118.174|Internet Explorer|About Slavoj Žižek, rights, ecology, globalizationAbout Little Richard, , inspired many of the greatesAbout Al Capone, cate. The Chicago Outfit, whicAbout Cambodia,  Chams and 30 |179
412316863558|2011-03-13T20:49:42.469+0000|62.240.55.145|Firefox|thx|3
481036340428|2011-04-21T09:37:38.766+0000|41.211.119.38|Chrome|yes|3
481036340429|2011-04-20T14:46:39.369+0000|41.63.144.152|Chrome|maybe|5
481036340430|2011-04-21T05:22:06.123+0000|196.13.168.111|Firefox|good|4
481036340431|2011-04-21T04:09:28.222+0000|204.79.231.99|Chrome|About Otto von Bismarck,  a hero to German nationalists; they buAbout Andy Ra|77
481036340432|2011-04-21T08:43:15.879+0000|124.199.124.218|Firefox|About Bizzar, lt a small number of highly developed and advanced sport and|74
481036340433|2011-04-21T06:18:57.544+0000|31.3.215.242|Opera|I see|5
481036340434|2011-04-21T08:46:05.979+0000|46.35.215.141|Firefox|About Italy, ea, Somalia, Ethiopia, Albania, the Dodecanese and a concession in Tianjin, China. Modern Ital|107
481036340435|2011-04-22T02:50:46.826+0000|41.223.116.176|Chrome|yes|3
481036340436|2011-04-21T04:27:22.157+0000|2.25.158.173|Chrome|LOL|3
481036340437|2011-04-21T10:44:07.053+0000|119.40.121.15|Opera|thanks|6
481036340438|2011-04-21T10:37:09.515+0000|82.150.58.239|Firefox|thanks|6
481036340439|2011-04-21T06:42:45.722+0000|186.0.184.192|Chrome|cool|4
481036340440|2011-04-21T09:50:55.330+0000|46.232.252.182|Chrome|roflol|6
481036340441|2011-04-21T09:01:50.599+0000|78.28.70.164|Firefox|good|4
618475293948|2011-08-23T17:15:32.367+0000|106.0.202.194|Chrome|no way!|7
618475293949|2011-08-23T05:25:05.878+0000|62.48.178.35|Firefox|About Ferdinand II of Aragon, re, CountAbout D. H. Lawrence,  his lifeAbout Georg|81
618475293950|2011-08-23T19:38:41.431+0000|180.131.148.65|Internet Explorer|right|5
618475293952|2011-08-24T15:42:22.266+0000|180.131.150.209|Chrome|thx|3
618475293953|2011-08-24T01:20:47.523+0000|103.246.0.248|Chrome|About Bob Dylan, Records. It feAbout Cyndi Lauper, 2011 had sold About Abbey Roa|80
618475293954|2011-08-23T18:24:26.225+0000|81.90.71.209|Firefox|About Augustine of Hippo, aeism and afAbout Robert Bourassa,  of just undAbout Isaac Newto|90
618475293955|2011-08-24T16:32:31.242+0000|31.210.30.240|Chrome|About Robert Bourassa, serving a totaAbout Lyndon B. Johnson,  Kennedy to beAbou|80
618475293957|2011-08-24T13:54:21.722+0000|85.206.207.208|Firefox|About Robert Bourassa, 985, to JanuaryAbout Slovenia,  significantly About|74
618475293958|2011-08-23T20:25:27.879+0000|27.109.113.229|Internet Explorer|I see|5
618475293960|2011-08-24T11:18:18.362+0000|197.255.185.247|Firefox|About Robert Bourassa, Jean-Robert Bourassa, GOQ (July 14, 1933 – October 2, 1996) was a politician in QuebecAbout Dwight D. Eisenhower, ame the first supreme commander of|171
618475293961|2011-08-24T19:04:54.782+0000|94.139.153.245|Chrome|About Robert Bourassa, cember 12, 1985, to January 11About Taiwan, eignty, denying the st|89
618475293962|2011-08-24T17:37:31.900+0000|193.137.184.47|Internet Explorer|About Robert Bourassa, rom December 12, 1985, to January 11, 1About Ludwig v|76
618475293963|2011-08-25T13:08:39.798+0000|196.12.154.113|Chrome|About Sarah Palin, 92 and became mayor of Wasilla in 1996. In 2003, after an unsuccess|86
618475293964|2011-08-24T18:22:54.564+0000|24.53.227.87|Chrome|I see|5
618475293965|2011-08-24T11:01:33.783+0000|209.45.89.124|Chrome|ok|2
618475293966|2011-08-24T19:11:44.123+0000|41.74.66.143|Internet Explorer|yes|3
618475293968|2011-08-24T01:50:47.682+0000|78.24.23.172|Firefox|ok|2
618475293969|2011-08-24T03:38:58.096+0000|91.216.97.154|Chrome|ok|2
618475293970|2011-08-24T02:26:45.976+0000|46.19.11.7|Chrome|roflol|6
618475293971|2011-08-24T22:05:50.498+0000|27.41.209.192|Chrome|cool|4
618475293972|2011-08-24T07:54:11.539+0000|190.8.239.169|Chrome|thx|3
618475293973|2011-08-24T05:40:41.661+0000|89.26.233.80|Internet Explorer|thanks|6
618475293974|2011-08-24T05:12:21.765+0000|197.255.176.13|Chrome|thx|3
618475293975|2011-08-24T02:40:51.212+0000|85.158.74.104|Firefox|no|2
618475293976|2011-08-24T01:12:11.032+0000|202.165.203.145|Firefox|thx|3
618475293977|2011-08-24T01:07:37.304+0000|113.197.67.248|Chrome|right|5
618475293978|2011-08-24T08:54:38.889+0000|79.170.105.111|Firefox|thanks|6
618475293979|2011-08-24T03:40:51.102+0000|195.29.18.85|Firefox|maybe|5
618475293980|2011-08-24T01:26:15.020+0000|122.254.91.37|Chrome|yes|3
618475293981|2011-08-24T08:34:16.877+0000|31.222.64.214|Firefox|About Michel Foucault, t in social aAbout David Cameron, ad of policy About George Micha|88
618475293982|2011-08-24T10:28:14.228+0000|190.0.232.40|Chrome|no way!|7
618475293983|2011-08-24T09:01:25.133+0000|81.16.46.18|Chrome|About Michel Foucault, ) was a French philosAbout David Hume, f induction, for examAbout Billy Joel, l My Life and ChristmAbout Iran,  and Timurid rulers. About Nor|164
618475293984|2011-08-24T17:18:09.674+0000|217.144.2.8|Internet Explorer|duh|3
618475293985|2011-08-24T01:23:58.688+0000|27.115.195.233|Firefox|ok|2
618475293986|2011-08-24T09:13:30.656+0000|61.5.206.171|Chrome|good|4
618475293987|2011-08-24T01:33:15.026+0000|41.217.215.182|Chrome|no|2
618475293989|2011-08-24T01:45:43.010+0000|77.95.164.101|Chrome|roflol|6
618475293990|2011-08-23T22:13:28.890+0000|77.111.144.204|Firefox|ok|2
618475293991|2011-08-24T09:51:56.054+0000|27.112.132.236|Internet Explorer|About Augustine of Hippo, oundly influenced the mAbout Anne, Queen of Great Britain,  Afte|90
618475293992|2011-08-23T23:56:33.493+0000|161.132.34.92|Internet Explorer|About Augustine of Hippo, essed. Among the OAbout Robert Bourassa, , to January 11, 1About Josip Broz T|103
618475293993|2011-08-24T11:55:56.209+0000|24.55.75.163|Chrome|no way!|7
618475293994|2011-08-24T08:08:01.076+0000|204.79.203.14|Internet Explorer|thanks|6
618475293995|2011-08-24T02:46:55.135+0000|118.172.46.41|Firefox|fine|4
618475293996|2011-08-24T08:14:35.856+0000|83.166.210.204|Chrome|ok|2
618475293997|2011-08-24T11:28:50.251+0000|41.190.231.209|Internet Explorer|duh|3
618475293998|2011-08-24T21:10:35.367+0000|190.168.200.104|Internet Explorer|fine|4
618475293999|2011-08-24T00:53:05.314+0000|31.7.13.34|Internet Explorer|fine|4
618475294000|2011-08-24T10:05:34.492+0000|190.41.163.128|Chrome|About Who Do You Love?, ley. The record features JodyAbout Duchy of Jülich,  left of |85
618475294001|2011-08-25T06:19:27.334+0000|93.88.92.195|Internet Explorer|right|5
618475294002|2011-08-24T08:48:31.591+0000|46.231.45.146|Firefox|thanks|6
618475294004|2011-08-24T03:13:45.580+0000|46.45.108.205|Internet Explorer|maybe|5
618475294005|2011-08-24T03:27:41.319+0000|80.200.24.91|Chrome|About Robert Bourassa,  as the 22nAbout Nicolas Sarkozy, m, he facedAbout Pope Bened|84
618475294006|2011-08-24T11:58:29.579+0000|203.78.174.82|Firefox|great|5
618475294007|2011-08-24T12:25:30.860+0000|27.123.27.111|Internet Explorer|great|5
618475294008|2011-08-23T18:47:05.196+0000|31.41.58.177|Firefox|thx|3
618475294009|2011-08-23T23:55:59.325+0000|46.40.195.139|Chrome|About Victor Hugo, ntemplatAbout Henry Mancini,  back-toAbout We Are the Wo|75
618475294010|2011-08-24T19:32:02.243+0000|114.134.22.249|Chrome|ok|2
618475294011|2011-08-24T11:14:44.476+0000|77.73.208.228|Internet Explorer|LOL|3
618475294012|2011-08-24T12:38:29.279+0000|49.50.196.59|Chrome|yes|3
618475294013|2011-08-24T04:36:14.167+0000|41.215.177.229|Chrome|no way!|7
618475294014|2011-08-24T03:30:36.023+0000|46.231.205.53|Firefox|no|2
618475294015|2011-08-23T18:42:15.732+0000|41.74.211.74|Chrome|great|5
618475294016|2011-08-24T04:40:32.256+0000|192.65.176.130|Firefox|About Victor Hugo, cal esteAbout Jawaharlal Nehru, ather ofAbout Henry Mancini, s and |86
618475294017|2011-08-24T00:52:16.901+0000|170.25.147.32|Firefox|thx|3
549755817505|2011-07-10T15:34:15.487+0000|213.55.113.45|Firefox|LOL|3
549755817506|2011-07-10T23:31:56.004+0000|190.0.235.122|Chrome|great|5
549755817507|2011-07-10T14:45:44.632+0000|41.76.112.129|Firefox|About Charles Darwin, maintained by the Darwin Off-Road CyclAbout Malawi, i|75
549755817508|2011-07-10T19:07:53.219+0000|46.55.220.144|Internet Explorer|About Finland,  a Nordic country situated in the Fennoscandian region of Nort|77
549755817509|2011-07-10T20:38:07.431+0000|31.13.33.76|Firefox|About Just Be Good to Me, sion hit number one in Poland), Shayne Ward (who recorded i|85
549755817510|2011-07-10T14:43:44.146+0000|200.107.181.146|Internet Explorer|About Maurice Ravel,  music, vocal music and orchestral music hAbout Pope Pius XI, |83
549755817511|2011-07-10T19:26:59.711+0000|213.150.160.130|Firefox|About French Indochina, France and was under Japanese occupation. Beginning in May 1941, t|90
549755817512|2011-07-10T23:23:19.176+0000|190.106.4.20|Chrome|right|5
549755817513|2011-07-10T14:43:54.222+0000|14.0.12.31|Internet Explorer|fine|4
687194770987|2011-10-05T17:03:32.147+0000|91.216.76.185|Firefox|LOL|3
687194770988|2011-10-05T17:09:02.819+0000|46.204.136.191|Firefox|LOL|3
687194770989|2011-10-05T23:40:32.273+0000|198.58.8.76|Internet Explorer|I see|5
687194770990|2011-10-06T01:40:39.342+0000|201.247.131.186|Firefox|yes|3
687194770991|2011-10-05T08:10:43.368+0000|81.0.102.49|Firefox|no way!|7
687194770992|2011-10-05T19:24:28.068+0000|62.68.46.244|Internet Explorer|thanks|6
687194770993|2011-10-05T13:53:20.790+0000|194.79.100.60|Firefox|About September of My Years, ent Future. CBS television cameras were rolling the night Sinatra recorded It Was a Very Good Year. The edited |140
687194770994|2011-10-05T09:46:07.080+0000|41.215.186.236|Firefox|thanks|6
687194770995|2011-10-06T04:14:28.887+0000|82.147.184.69|Firefox|About George II of Great Britain, tender or Bonnie Prince Charlie) attempted aAbout Sep|87
687194770996|2011-10-06T04:42:41.353+0000|80.83.59.195|Internet Explorer|About Nicolas Cage, director, having appeared in over 60 films iAbout September of My Y|87
687194770997|2011-10-05T22:47:18.173+0000|200.35.254.119|Chrome|fine|4
687194770998|2011-10-06T08:06:34.231+0000|46.20.193.106|Chrome|no way!|7
343597387320|2011-01-23T15:16:39.930+0000|175.106.55.216|Internet Explorer|no|2
343597387321|2011-01-24T04:19:27.649+0000|31.7.168.131|Chrome|About Jean-Paul Sartre, in Literature but refused it, saying that he always de|78
343597387322|2011-01-24T01:57:55.743+0000|82.151.88.132|Firefox|About Ich will, e by Rammstein. It was originally released in Germany on Septem|79
343597387323|2011-01-24T05:38:39.134+0000|217.168.185.115|Internet Explorer|thanks|6
343597387324|2011-01-24T18:03:25.571+0000|89.189.92.157|Firefox|cool|4
343597387325|2011-01-23T13:03:43.993+0000|24.215.71.178|Chrome|About How Insensitive, ing The song was featured as background to The Black Ey|78
343597387326|2011-01-24T15:42:29.145+0000|196.3.152.145|Firefox|About Jean-Paul Sartre,  novelist, screenwriter, political activist, About Robert E. Lee|88
343597387327|2011-01-24T08:30:28.849+0000|193.164.232.176|Chrome|About Maybellene, first hit. Maybellene is considered one of the pioneering r|77
343597387328|2011-01-24T05:07:12.777+0000|115.66.209.239|Firefox|fine|4
343597387329|2011-01-25T02:50:01.807+0000|78.111.163.116|Chrome|About Leonardo da Vinci, tination. Nevertheless, these few works,About Maybelle|79
343597387330|2011-01-25T14:27:10.905+0000|46.30.163.235|Internet Explorer|right|5
343597387331|2011-01-24T09:29:09.330+0000|200.10.142.105|Chrome|duh|3
343597387332|2011-01-24T18:28:53.226+0000|119.111.4.50|Chrome|maybe|5
343597387333|2011-01-24T05:47:23.811+0000|85.158.219.41|Chrome|yes|3
343597387334|2011-01-24T04:37:47.252+0000|178.249.93.91|Internet Explorer|About Revolution 9, n me on, dead man when played backwards. McCartney argued against in|88
343597387335|2011-01-24T12:35:07.292+0000|41.188.57.119|Internet Explorer|yes|3
412316864073|2011-01-27T20:42:26.301+0000|195.88.122.92|Firefox|thanks|6
412316864074|2011-01-27T17:14:18.216+0000|41.78.117.71|Chrome|duh|3
412316864075|2011-01-28T05:54:26.549+0000|190.3.197.247|Chrome|About Dolly Parton, f Many Colors, 9 to 5 and My Tennessee MouAbout Stairway to Hea|83
412316864076|2011-01-27T14:28:51.008+0000|190.13.74.146|Chrome|About Maurice Ravel, entered the standard conceAbout Dolly Parton, e; with an|77
412316864077|2011-01-27T19:23:02.415+0000|27.118.77.99|Chrome|LOL|3
412316864078|2011-01-27T14:01:25.965+0000|46.29.41.57|Chrome|good|4
412316864079|2011-01-28T13:04:08.014+0000|91.213.80.178|Internet Explorer|right|5
412316864080|2011-01-27T22:38:11.618+0000|91.198.90.26|Internet Explorer|great|5
412316864081|2011-01-28T22:33:56.673+0000|196.43.205.68|Chrome|About Frank Sinatra,  Rat Pack and fraternized with celebrities and statesmen, including John F. Kennedy. Sinatra turned 50 in 1965, recorded the re|148
